[2021-04-08 00:00:07]: GODLIKe [hax, Level 44]: bad
[2021-04-08 00:41:10]: SkkRtz [ᅟᅟᅟ, Level 0]: ~DemoizL~:  xD
[2021-04-08 00:41:12]: resart [, Level 5]: Maatiteusz:  HELP
[2021-04-08 00:41:16]: OP|Supers [DogParty, Level 0]: ~DemoizL~:  im SkkRtz
[2021-04-08 00:41:17]: OP|Supers [DogParty, Level 0]: xD
[2021-04-08 00:41:19]: ***  [, Level 0]: 'Kiøn1029' entered and joined the game
[2021-04-08 00:41:25]: ~DemoizL~ [, Level 39]: OP|Supers: oh ok xd
[2021-04-08 00:41:28]: restart [, Level 12]: Maatiteusz:  HELP
[2021-04-08 00:41:42]: [D] BC|Tixnix [BC, Level 26]: Nudelsaft c:: no
[2021-04-08 00:41:59]: ***  [, Level 0]: [INFO] You can drop weapons with 'f4' (or the key for vote no)
[2021-04-08 00:42:09]: ***  [, Level 0]: 'Shiro.' entered and joined the game
[2021-04-08 00:42:14]: Nudelsaft c: [FookinLads, Level 37]: BC|Tixnix: yes
[2021-04-08 00:42:16]: ***  [, Level 0]: 'Shiro,' entered and joined the game
[2021-04-08 00:42:21]: [D] BC|Tixnix [BC, Level 26]: Nudelsaft c:: er ist ein kek
[2021-04-08 00:42:26]: ***  [, Level 0]: 'Shiro,' has left the game
[2021-04-08 00:42:26]: ***  [, Level 0]: 'Shiro.' has left the game
[2021-04-08 00:42:27]: Nudelsaft c: [FookinLads, Level 37]: yes u
[2021-04-08 00:42:28]: ***  [, Level 0]: 'SkkRtz' changed name to 'Supers'
[2021-04-08 00:42:41]: ***  [, Level 0]: 'Kiøn1029' has left the game
[2021-04-08 00:42:55]: Supers [ᅟᅟᅟ, Level 0]: Red Flag:  wait
[2021-04-08 00:42:57]: Supers [ᅟᅟᅟ, Level 0]: resart:  wait
[2021-04-08 00:43:11]: ***  [, Level 0]: 'Swarfey' entered and joined the game
[2021-04-08 00:43:38]: OP|Supers [DogParty, Level 0]: restart:  you will die if you are like this
[2021-04-08 00:44:58]: ***  [, Level 0]: OP|Supers finished in: 1 minute(s) 13.00 second(s)
[2021-04-08 00:46:27]: ***  [, Level 0]: 'OP|Supers' finished the special race!
[2021-04-08 00:46:32]: ***  [, Level 0]: 'x7|cya' entered and joined the game
[2021-04-08 00:46:41]: ***  [, Level 0]: '[D] x7|cya' entered and joined the game
[2021-04-08 00:46:46]: OP|Supers [DogParty, Level 39]: hey ChillerDragon
[2021-04-08 00:46:48]: ChillerDragon.* [|*KoG*|, Level 41]: hi OP|Supers
[2021-04-08 00:46:53]: OP|Supers [DogParty, Level 39]: ChillerDragon:  streamst du immer?
[2021-04-08 00:46:59]: ***  [, Level 0]: [INFO] Join our Discord: https://discord.gg/qccRrtb
[2021-04-08 00:47:01]: ChillerDragon.* [Chilli.*, Level 41]: is der plan mal sehen wie es läuft
[2021-04-08 00:47:05]: OP|Supers [DogParty, Level 39]: ok
[2021-04-08 00:47:06]: OP|Supers [DogParty, Level 39]: :D
[2021-04-08 00:47:31]: ***  [, Level 0]: 'weqe' entered and joined the game
[2021-04-08 00:47:40]: Supers [ᅟᅟᅟ, Level 0]: weqe:  ca nyou help me race
[2021-04-08 00:47:45]: ***  [, Level 0]: 'Shiro.' entered and joined the game
[2021-04-08 00:47:48]: weqe [MNKY, Level 12]: wtf is race Supers
[2021-04-08 00:47:53]: Supers [ᅟᅟᅟ, Level 0]: weqe:  nvm
[2021-04-08 00:47:59]: ***  [, Level 0]: 'Shiro,' entered and joined the game
[2021-04-08 00:48:01]: BC|Tixnix [BC, Level 34]: ChillerDragon: xD
[2021-04-08 00:48:13]: Supers [ᅟᅟᅟ, Level 0]: weqe:  there where you can get endless
[2021-04-08 00:48:17]: Supers [ᅟᅟᅟ, Level 0]: weqe:  and 8 jumps
[2021-04-08 00:48:22]: Supers [ᅟᅟᅟ, Level 0]: weqe:  i need help there
[2021-04-08 00:48:25]: Supers [ᅟᅟᅟ, Level 0]: weqe:  im dead :c
[2021-04-08 00:48:37]: weqe [MNKY, Level 12]: idk what u talkin about Supers
[2021-04-08 00:48:49]: Supers [ᅟᅟᅟ, Level 0]: weqe:  you have portal
[2021-04-08 00:49:00]: ***  [, Level 0]: resart finished in: 8 minute(s) 41.86 second(s)
[2021-04-08 00:49:05]: ***  [, Level 0]: restart finished in: 2 minute(s)  0.70 second(s)
[2021-04-08 00:49:29]: ***  [, Level 0]: 'OpTEEmus Crime' entered and joined the game
[2021-04-08 00:49:37]: Supers [ᅟᅟᅟ, Level 0]: OpTEEmus Crime:  YOU REMEMBER ME
[2021-04-08 00:49:40]: ***  [, Level 0]: 'comic' entered and joined the game
[2021-04-08 00:49:47]: Supers [ᅟᅟᅟ, Level 0]: OpTEEmus Crime:  YOUR DUMMY WAS BUMBLETEE
[2021-04-08 00:49:48]: OpTEEmus Crime [, Level 0]: hi
[2021-04-08 00:49:52]: OpTEEmus Crime [, Level 0]: yes
[2021-04-08 00:49:53]: OP|Supers [DogParty, Level 39]: you played pepe
[2021-04-08 00:49:57]: OpTEEmus Crime [, Level 0]: yes
[2021-04-08 00:49:58]: OP|Supers [DogParty, Level 39]: a little bit
[2021-04-08 00:49:59]: OP|Supers [DogParty, Level 39]: :DDDD
[2021-04-08 00:50:00]: Shiro, [Whɪтє, Level 51]: ~DemoizL~: pauvre coeur
[2021-04-08 00:50:04]: OpTEEmus Crime [, Level 0]: pepe waas nice
[2021-04-08 00:50:07]: OP|Supers [DogParty, Level 39]: yes
[2021-04-08 00:50:30]: ***  [, Level 0]: 'ßumßelTEE' entered and joined the game
[2021-04-08 00:50:33]: OP|Supers [DogParty, Level 39]: :O
[2021-04-08 00:50:44]: ***  [, Level 0]: 'Swarfey' joined the spectators
[2021-04-08 00:50:47]: ***  [, Level 0]: 'Swarfey' joined the game
[2021-04-08 00:50:56]: ***  [, Level 0]: Supers finished in: 8 minute(s) 18.36 second(s)
[2021-04-08 00:50:56]: ***  [, Level 0]: 'Supers' finished the special race!
[2021-04-08 00:51:02]: ERROR. [404, Level 56]: Swarfey:  echt x7 geholt xDDD
[2021-04-08 00:51:06]: Swarfey [FookinLads, Level 60]: xD
[2021-04-08 00:51:11]: ***  [, Level 0]: 'SAUD' entered and joined the game
[2021-04-08 00:51:22]: ***  [, Level 0]: 'weqe' has left the game
[2021-04-08 00:51:43]: ***  [, Level 0]: ### 'Shiro.' xa-xa-xa-xa0))
[2021-04-08 00:51:51]: ***  [, Level 0]: x7|cya finished in: 2 minute(s) 23.06 second(s)
[2021-04-08 00:51:51]: ***  [, Level 0]: New record:  0.16 second(s) better.
[2021-04-08 00:51:51]: ***  [, Level 0]: [D] x7|cya finished in: 2 minute(s) 28.22 second(s)
[2021-04-08 00:51:59]: ***  [, Level 0]: [INFO] You can drop flags with 'f3' (or the key for vote yes)
[2021-04-08 00:52:18]: ***  [, Level 0]: 'lol' has left the game (Too weak connection (not acked for 60 seconds))
[2021-04-08 00:52:18]: ***  [, Level 0]: '(1)lol' has left the game (Too weak connection (not acked for 60 seconds))
[2021-04-08 00:52:36]: Shiro. [Whɪтє, Level 42]: comic: war
[2021-04-08 00:52:41]: comic [comically, Level 13]: Shiro.: bruh what
[2021-04-08 00:52:53]: ***  [, Level 0]: 'restart' finished the special race!
[2021-04-08 00:52:57]: ***  [, Level 0]: 'resart' finished the special race!
[2021-04-08 00:53:04]: ***  [, Level 0]: 'Swarfey' joined the spectators
[2021-04-08 00:53:07]: ***  [, Level 0]: 'Swarfey' joined the game
[2021-04-08 00:53:27]: Shiro. [Whɪтє, Level 42]: why so scared
[2021-04-08 00:53:45]: ***  [, Level 0]: '(2)lol' has left the game (Timeout)
[2021-04-08 00:53:45]: ***  [, Level 0]: '(3)lol' has left the game (Timeout)
[2021-04-08 00:53:46]: Shiro. [Whɪтє, Level 42]: loser
[2021-04-08 00:53:51]: SAUD [, Level 0]: xD
[2021-04-08 00:53:52]: Supers [ᅟᅟᅟ, Level 0]: Shiro,:  can you help me xD
[2021-04-08 00:53:55]: ***  [, Level 0]: BC|Tixnix is on a killing spree with 5 blocks
[2021-04-08 00:54:08]: Shiro. [Whɪтє, Level 42]: oh here's a fanboy
[2021-04-08 00:54:18]: ***  [, Level 0]: 'Kozaczek' entered and joined the game
[2021-04-08 00:54:32]: ***  [, Level 0]: 'Vodo4ka' entered and joined the game
[2021-04-08 00:54:39]: ***  [, Level 0]: 'Szatika' entered and joined the game
[2021-04-08 00:54:39]: comic [comically, Level 13]: Shiro.: shiro more like mushroom
[2021-04-08 00:54:41]: ***  [, Level 0]: 'ChillerDragon.*' has left the game
[2021-04-08 00:54:41]: ***  [, Level 0]: 'ChillerDragon' has left the game
[2021-04-08 00:54:42]: ***  [, Level 0]: '(1)ChillerDragon' has left the game
[2021-04-08 00:54:42]: ***  [, Level 0]: '(3)ChillerDragon' has left the game
[2021-04-08 00:54:49]: ***  [, Level 0]: 'Kozaczek' has left the game
[2021-04-08 00:55:15]: Swarfey [FookinLads, Level 60]: Shiro,: spec me xdd
[2021-04-08 00:55:19]: ***  [, Level 0]: 'Szatika' has left the game
[2021-04-08 00:55:21]: Shiro. [Whɪтє, Level 42]: no
[2021-04-08 00:55:25]: Supers [ᅟᅟᅟ, Level 0]: xD
[2021-04-08 00:55:36]: Supers [ᅟᅟᅟ, Level 0]: herr Nudelsaft c:  könnten sie mir helfen?
[2021-04-08 00:55:41]: Nudelsaft c: [FookinLads, Level 37]: schwierig
[2021-04-08 00:55:42]: bruh [, Level 0]: wow
[2021-04-08 00:55:44]: OP|Supers [DogParty, Level 39]: Xd
[2021-04-08 00:55:47]: Nudelsaft c: [FookinLads, Level 37]: I like turtles.
[2021-04-08 00:56:07]: ***  [, Level 0]: '(2)ChillerDragon' would have timed out, but can use timeout protection now
[2021-04-08 00:56:10]: Supers [ᅟᅟᅟ, Level 0]: x7 sven:  ist P4Pyr0s
[2021-04-08 00:56:37]: comic [comically, Level 13]: this is so boriiiiiiing
[2021-04-08 00:56:52]: ***  [, Level 0]: 'Swarfey' joined the spectators
[2021-04-08 00:56:55]: ***  [, Level 0]: 'Swarfey' joined the game
[2021-04-08 00:56:59]: ***  [, Level 0]: [INFO] You can drop weapons with 'f4' (or the key for vote no)
[2021-04-08 00:57:16]: Vodo4ka [JB.st, Level 41]: BC|Tixnix: u dog?
[2021-04-08 00:57:27]: comic [comically, Level 13]: oh cmon
[2021-04-08 00:57:44]: Vodo4ka [JB.st, Level 41]: k dog
[2021-04-08 00:57:49]: ***  [, Level 0]: ### 'Shiro.' xa-xa-xa-xa0))
[2021-04-08 00:58:13]: ***  [, Level 0]: 'x7|zemer' entered and joined the game
[2021-04-08 00:58:30]: OP|Supers [DogParty, Level 39]: x7|zemer:  spec mal
[2021-04-08 00:58:31]: OP|Supers [DogParty, Level 39]: hilfe xD
[2021-04-08 00:58:48]: ***  [, Level 0]: 'ChillerDragon' entered and joined the game
[2021-04-08 00:58:50]: ***  [, Level 0]: 'ChillerDragon' has left the game (Timeout Protection used)
[2021-04-08 00:58:59]: ***  [, Level 0]: 'Shiro.' has left the game
[2021-04-08 00:58:59]: ***  [, Level 0]: 'Shiro,' has left the game
[2021-04-08 00:59:07]: x7|cya [xSD7, Level 42]: rq
[2021-04-08 00:59:12]: ***  [, Level 0]: 'Shiro.' entered and joined the game
[2021-04-08 00:59:24]: Shiro. [Whɪтє, Level 42]: your mother rq
[2021-04-08 00:59:29]: x7|cya [xSD7, Level 42]: xDD
[2021-04-08 00:59:29]: ***  [, Level 0]: Maatiteusz finished in: 0 minute(s) 29.16 second(s)
[2021-04-08 00:59:29]: ***  [, Level 0]: New record: 10.52 second(s) better.
[2021-04-08 01:00:03]: Shiro. [Whɪтє, Level 42]: how many fan i have
[2021-04-08 01:00:03]: ***  [, Level 0]: 'x7|zemer' has left the game
[2021-04-08 01:00:11]: ***  [, Level 0]: 'x7|zemer' entered and joined the game
[2021-04-08 01:00:19]: ***  [, Level 0]: 'Лимонад' entered and joined the game
[2021-04-08 01:00:21]: Maatiteusz [TrRShClNrRs, Level 35]: Shiro.: Im ur fan
[2021-04-08 01:00:25]: Maatiteusz [TrRShClNrRs, Level 35]: Shiro.: the best fan
[2021-04-08 01:00:28]: Shiro. [Whɪтє, Level 42]: wait who asked already
[2021-04-08 01:00:29]: ***  [, Level 0]: 'Лимонад' has left the game
[2021-04-08 01:00:33]: ***  [, Level 0]: 'Shiro,' entered and joined the game
[2021-04-08 01:00:36]: Maatiteusz [TrRShClNrRs, Level 35]: Shiro,: you
[2021-04-08 01:00:43]: Shiro, [Whɪтє, Level 51]: i didnt asked
[2021-04-08 01:00:50]: Supers [ᅟᅟᅟ, Level 0]: Maatiteusz:  FUCKED
[2021-04-08 01:00:51]: Supers [ᅟᅟᅟ, Level 0]: OOOOOOOH
[2021-04-08 01:00:59]: Maatiteusz [TrRShClNrRs, Level 35]: Shiro,: Can i have an autograph  maybe?
[2021-04-08 01:01:12]: Supers [ᅟᅟᅟ, Level 0]: Maatiteusz:  autogramm*
[2021-04-08 01:01:12]: x7|zemer [xSD7, Level 0]: Nudelsaft c:: Sehr geerter Herr Nudelsaft könnten sie eventuel sich aus denn account von meinem cousin ausloggen damit ich meinem lieben freund Supers Helfen kann:D
[2021-04-08 01:01:17]: Maatiteusz [TrRShClNrRs, Level 35]: Supers: siata fakap
[2021-04-08 01:01:28]: Vodo4ka [JB.st, Level 41]: Shiro,:
[2021-04-08 01:01:32]: Maatiteusz [TrRShClNrRs, Level 35]: Supers: in my laungugage is autograf so sie kurwa odpierdol
[2021-04-08 01:01:36]: Vodo4ka [JB.st, Level 41]: Shiro,: why
[2021-04-08 01:01:38]: Swarfey [FookinLads, Level 60]: x7|zemer: hast glück dass ich noch nicht afk bin xD
[2021-04-08 01:01:43]: Shiro, [Whɪтє, Level 51]: what you want fanboy no name
[2021-04-08 01:01:43]: Nudelsaft c: [FookinLads, Level 0]: kannst rein
[2021-04-08 01:01:47]: Vodo4ka [JB.st, Level 41]: Shiro,: why  u hate me man
[2021-04-08 01:01:47]: x7|zemer [xSD7, Level 0]: Swarfey: Oh du bist auf acc?
[2021-04-08 01:01:59]: Vodo4ka [JB.st, Level 41]: ~DemoizL~: hah
[2021-04-08 01:01:59]: ***  [, Level 0]: [INFO] Check out the minigames using '/minigames'
[2021-04-08 01:02:00]: Nudelsaft c: [FookinLads, Level 59]: x7|zemer: Swarfey ist mein dummy xd
[2021-04-08 01:02:05]: x7|zemer [xSD7, Level 0]: Nudelsaft c:: Oh
[2021-04-08 01:02:19]: ***  [, Level 0]: 'x7|zemer' has left the game
[2021-04-08 01:02:34]: ***  [, Level 0]: 'x7|zemer' entered and joined the game
[2021-04-08 01:02:45]: BC|Tixnix [BC, Level 34]: ERROR.: willst du die wieder?a
[2021-04-08 01:03:50]: ***  [, Level 0]: SAUD finished in: 1 minute(s)  2.64 second(s)
[2021-04-08 01:03:52]: ***  [, Level 0]: Maatiteusz finished in: 0 minute(s) 40.12 second(s)
[2021-04-08 01:04:03]: ***  [, Level 0]: 'Shiro.' has left the game
[2021-04-08 01:04:03]: ***  [, Level 0]: 'Shiro,' has left the game
[2021-04-08 01:04:04]: ***  [, Level 0]: 'YelloWorlD' entered and joined the game
[2021-04-08 01:04:11]: Supers [ᅟᅟᅟ, Level 0]: YelloWorlD:  owner of the dog
[2021-04-08 01:04:14]: Supers [ᅟᅟᅟ, Level 0]: YelloWorlD:  party
[2021-04-08 01:04:15]: Supers [ᅟᅟᅟ, Level 0]: clan
[2021-04-08 01:04:17]: Supers [ᅟᅟᅟ, Level 0]: xD
[2021-04-08 01:04:24]: Vodo4ka [JB.st, Level 41]: YelloWorlD: dogParty wtf?
[2021-04-08 01:04:33]: ***  [, Level 0]: 'falkenauge' entered and joined the game
[2021-04-08 01:04:40]: Vodo4ka [JB.st, Level 41]: YelloWorlD: dogParty wtf?
[2021-04-08 01:04:45]: ***  [, Level 0]: 'x7|zemer' has left the game
[2021-04-08 01:04:47]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: ERROR.: kannst du mich in endless bitte+
[2021-04-08 01:04:49]: SAUD [, Level 24]: comic:
[2021-04-08 01:04:52]: YelloWorlD [DogParty, Level 37]: Vodo4ka: my clan
[2021-04-08 01:04:53]: ***  [, Level 0]: 'x7|zemer' entered and joined the game
[2021-04-08 01:04:58]: Vodo4ka [JB.st, Level 41]: YelloWorlD: u leave error?
[2021-04-08 01:04:59]: Meetiteusz [TrRShClNrRs, Level 0]: YelloWorlD: cyka
[2021-04-08 01:05:02]: Meetiteusz [TrRShClNrRs, Level 0]: YelloWorlD: blyac
[2021-04-08 01:05:09]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: pls
[2021-04-08 01:05:27]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: x7|zemer: i had portal 4times bro
[2021-04-08 01:05:31]: Supers [ᅟᅟᅟ, Level 0]: YelloWorlD:  he my dog let him help me
[2021-04-08 01:05:36]: ***  [, Level 0]: '[D] falkenauge' entered and joined the game
[2021-04-08 01:05:36]: YelloWorlD [DogParty, Level 37]: Vodo4ka:
[2021-04-08 01:05:37]: YelloWorlD [DogParty, Level 37]: no
[2021-04-08 01:05:37]: Supers [ᅟᅟᅟ, Level 0]: YelloWorlD:  he make yes helping
[2021-04-08 01:05:40]: Supers [ᅟᅟᅟ, Level 0]: YelloWorlD: xD
[2021-04-08 01:05:45]: Vodo4ka [JB.st, Level 41]: YelloWorlD: so why u dont attack me?
[2021-04-08 01:05:58]: x7|zemer [xSD7, Level 37]: falkenauge: Ich habe portal
[2021-04-08 01:06:00]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: und
[2021-04-08 01:06:03]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: wenn juckts
[2021-04-08 01:06:04]: Meetiteusz [TrRShClNrRs, Level 0]: YelloWorlD: gayne
[2021-04-08 01:06:07]: ***  [, Level 0]: 'Nudelsaft c:' has left the game
[2021-04-08 01:06:07]: ***  [, Level 0]: 'Swarfey' has left the game
[2021-04-08 01:06:07]: ***  [, Level 0]: '[D] BC|Tixnix' has left the game (Too weak connection (not acked for 60 seconds))
[2021-04-08 01:06:07]: ***  [, Level 0]: 'BC|Tixnix' has left the game (Timeout)
[2021-04-08 01:06:25]: x7|zemer [xSD7, Level 37]: falkenauge: Ich werde dir helfen
[2021-04-08 01:06:27]: x7|zemer [xSD7, Level 37]: d
[2021-04-08 01:06:31]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: szure about that?
[2021-04-08 01:06:43]: Vodo4ka [JB.st, Level 41]: Meetiteusz: XDD
[2021-04-08 01:06:55]: ERROR [404, Level 74]: SNACK
[2021-04-08 01:06:59]: ***  [, Level 0]: [INFO] You can drop flags with 'f3' (or the key for vote yes)
[2021-04-08 01:07:10]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: YelloWorlD:
[2021-04-08 01:07:16]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: Meetiteusz: war4life
[2021-04-08 01:07:18]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: u killed me lmao
[2021-04-08 01:07:24]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: Meetiteusz: i did not idiot
[2021-04-08 01:07:27]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: U did
[2021-04-08 01:07:31]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: Meetiteusz: it was YelloWorlD bitch
[2021-04-08 01:07:35]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: but u helped him
[2021-04-08 01:07:38]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: Meetiteusz: shut the fuck up
[2021-04-08 01:07:43]: YelloWorlD [DogParty, Level 37]: (1)Friendiship : pk ta enleve
[2021-04-08 01:07:45]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: u helpedeeed hiiiim
[2021-04-08 01:07:47]: [D] falkenauge [Ʀ.I.Ƈ.|BC, Level 0]: war4life
[2021-04-08 01:07:52]: Meetiteusz [TrRShClNrRs, Level 0]: falkenauge: stfu bot
[2021-04-08 01:07:55]: (1)Friendiship  [, Level 0]: YelloWorlD: chepa
[2021-04-08 01:08:02]: YelloWorlD [DogParty, Level 37]: ~DemoizL~: tu veux rejoindre mon clan ?
[2021-04-08 01:08:06]: ~DemoizL~ [, Level 39]: YelloWorlD: nan
[2021-04-08 01:08:08]: YelloWorlD [DogParty, Level 37]: (1)Friendiship : remet :/
[2021-04-08 01:08:18]: (1)Friendiship  [, Level 0]: YelloWorlD: quoi
[2021-04-08 01:08:48]: (1)Friendiship  [, Level 0]: YelloWorlD: g remit le nom te ton clan
[2021-04-08 01:09:03]: YelloWorlD [DogParty, Level 37]: (1)Friendiship : non
[2021-04-08 01:09:17]: ***  [, Level 0]: 'mamikral011' entered and joined the game
[2021-04-08 01:09:19]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: lags
[2021-04-08 01:09:26]: mamikral011 [DogParty, Level 0]: bruh: sa
[2021-04-08 01:09:38]: ERROR. [404, Level 56]: BOTH EMPTY ANYWAY
[2021-04-08 01:09:40]: (1)Friendiship  [, Level 0]: YelloWorlD: si mais il faut je quit la game et que je revienne pour reinisialliser, dsl pour mon orthograph
[2021-04-08 01:09:42]: mamikral011 [DogParty, Level 0]: YelloWorlD: hiiii
[2021-04-08 01:09:45]: mamikral011 [DogParty, Level 0]: OP|Supers: hi
[2021-04-08 01:09:54]: Supers [ᅟᅟᅟ, Level 0]: mamikral011:  heyooooooo minecraft freunde
[2021-04-08 01:09:56]: Meetiteusz [TrRShClNrRs, Level 0]: Vodo4ka: flappy
[2021-04-08 01:09:58]: YelloWorlD [DogParty, Level 37]: (1)Friendiship : t'es sur quel client ?
[2021-04-08 01:10:24]: (1)Friendiship  [, Level 0]: YelloWorlD: c a dire
[2021-04-08 01:10:29]: mamikral011 [DogParty, Level 26]: YelloWorlD: hii bro
[2021-04-08 01:10:31]: (1)ERROR [404, Level 47]: Meetiteusz:  rly?
[2021-04-08 01:10:34]: YelloWorlD [DogParty, Level 37]: (1)Friendiship : tu joue sur quoi teeworld ?
[2021-04-08 01:10:34]: Meetiteusz [TrRShClNrRs, Level 0]: ERROR: what
[2021-04-08 01:10:45]: (1)ERROR [404, Level 47]: Vodo4ka:  ohhh we continue
[2021-04-08 01:10:50]: Vodo4ka [JB.st, Level 41]: (1)ERROR:  WE over?
[2021-04-08 01:10:56]: Maatiteusz [TrRShClNrRs, Level 35]: ERROR: if you will not help yello xD
[2021-04-08 01:10:56]: (1)Friendiship  [, Level 0]: YelloWorlD: pc
[2021-04-08 01:10:58]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: x7|zemer: risk
[2021-04-08 01:11:07]: mamikral011 [DogParty, Level 26]: hiiiiiiiiiii
[2021-04-08 01:11:07]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: x7 sven: can u help?
[2021-04-08 01:11:08]: (1)ERROR [404, Level 47]: Vodo4ka:  no we continue if u doing this
[2021-04-08 01:11:11]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: x7|zemer:
[2021-04-08 01:11:11]: x7|zemer [xSD7, Level 37]: falkenauge: Ich weis
[2021-04-08 01:11:13]: YelloWorlD [DogParty, Level 37]: Friendiship ;-): tu joue a teeworld sur quoi
[2021-04-08 01:11:13]: Maatiteusz [TrRShClNrRs, Level 35]: ERROR: ITS pretty not good when im fighiting with him and everytime ur helping him and ignore me
[2021-04-08 01:11:14]: Vodo4ka [JB.st, Level 41]: (1)ERROR: i want stop war but u team with FookinLads and I mean actually only Shiro
[2021-04-08 01:11:18]: falkenauge [Ʀ.I.Ƈ.|BC, Level 35]: kannst du helfen x7|zemer
[2021-04-08 01:11:23]: (1)Friendiship  [, Level 0]: YelloWorlD: sur ordinateur
[2021-04-08 01:11:31]: ***  [, Level 0]: 'zemer' entered and joined the game
[2021-04-08 01:11:37]: Supers [ᅟᅟᅟ, Level 0]: hitler
[2021-04-08 01:11:37]: mamikral011 [DogParty, Level 26]: YelloWorlD: :D
[2021-04-08 01:11:38]: Supers [ᅟᅟᅟ, Level 0]: nigger
[2021-04-08 01:11:39]: ***  [, Level 0]: '[D] falkenauge' has left the game
[2021-04-08 01:11:39]: ***  [, Level 0]: 'falkenauge' has left the game
[2021-04-08 01:11:40]: ***  [, Level 0]: 'zemer' has left the game
[2021-04-08 01:11:43]: Vodo4ka [JB.st, Level 41]: (1)ERROR: can u answer to me
[2021-04-08 01:11:48]: (1)ERROR [404, Level 47]: Vodo4ka:  no u got war again
[2021-04-08 01:11:48]: YelloWorlD [DogParty, Level 37]: Friendiship ;-): tu joue a teeworld sur quoi non mais sur teeworld sur fclient sur ddnet ?
[2021-04-08 01:11:51]: (1)ERROR [404, Level 47]: Meetiteusz:  u too
[2021-04-08 01:11:53]: Meetiteusz [TrRShClNrRs, Level 0]: ERROR: if you would stop helping this guy i wil help you
[2021-04-08 01:11:57]: Meetiteusz [TrRShClNrRs, Level 0]: ERROR: me too what
[2021-04-08 01:11:57]: Vodo4ka [JB.st, Level 41]: (1)ERROR: i dont know dat we peaced
[2021-04-08 01:11:59]: ***  [, Level 0]: [INFO] You can drop weapons with 'f4' (or the key for vote no)
[2021-04-08 01:12:03]: Vodo4ka [JB.st, Level 41]: (1)ERROR: it was just 1 day break u know
[2021-04-08 01:12:08]: (1)Friendiship  [, Level 0]: ddnet
[2021-04-08 01:12:15]: Meetiteusz [TrRShClNrRs, Level 0]: ERROR: So?
[2021-04-08 01:12:22]: (1)ERROR [404, Level 47]: Meetiteusz:  dont safe me i will rape u
[2021-04-08 01:12:23]: Vodo4ka [JB.st, Level 41]: Meetiteusz: nvm we will die
[2021-04-08 01:12:31]: (1)ERROR [404, Level 47]: YelloWorlD:  imma team u if im back
[2021-04-08 01:12:32]: ***  [, Level 0]: 'Rem's bae' entered and joined the game
[2021-04-08 01:12:34]: Meetiteusz [TrRShClNrRs, Level 0]: ERROR: Same like everyday
